Key,Type,Desc,English,Chinese (PRC),Chinese (Traditional),Japanese
end/a4,Text,," Kio
【Have I left the game?】"," Kio
【我是。。。逃出了这个游戏吗？】",,
end/a5,Text,," ？？？
【No.】"," ？？？
【并没有。】",,
end/a6,Text,," Kio
【Who's there!?】"," Kio
【是谁！？】",,
end/a7,Text,," ？？？
【Please don't care about it.】"," ？？？
【你不用管我是谁。】",,
end/a8,Text,," ？？？
【I am just a voice that talk to you at the ending.】"," ？？？
【我只是一个安排在结局处陪你说话的一个旁白。】",,
end/a9,Text,," Kio
【.....】"," Kio
【。。。。。。】",,
end/a10,Text,," Kio
【Well, you just said that I haven't left the game.】"," Kio
【所以说，我并没有逃离这个游戏对吧。】",,
end/a11,Text,," ？？？
【Yes.】"," ？？？
【\0.3对\0.3的\0.3。】",,
end/a12,Text,," Kio
【Did everyone lie to me that a bug can help me leave?】"," Kio
【沿路一直说可以从BUG里离开是骗人的吧。】",,
end/a13,Text,," ？？？
【Yes.】"," ？？？
【\0.3对\0.3的\0.3。】",,
end/a14,Text,," Kio
【Everything was arranged?】"," Kio
【其实全部都是安排好的对吧。】",,
end/a15,Text,," ？？？
【Yes.】"," ？？？
【\0.3嗯\0.3，\0.3对\0.3的\0.3。】",,
end/a16,Text,," Kio
【I cannot save my friends even if I load the game.】"," Kio
【就算重新读档我也无法救回我两个朋友对吧。】",,
end/a17,Text,," ？？？
【Right.】"," ？？？
【\0.3对\0.3的\0.3。】",,
end/a18,Text,," Kio
【That means I can't change my destiny whatever I do.】"," Kio
【也就是其实无论我做什么也改变不了命运对吧。】",,
end/a19,Text,," ？？？
【....Yes.】"," ？？？
【\0.3。\0.3。\0.3。\0.3。\0.3嗯\0.3。】",,
end/a20,Text,," ？？？
【Because you are a character in the game. Your fate was arranged.】"," ？？？
【因为你就是一个游戏人物，你所发生的事情都是安排好的。】",,
end/a21,Text,," ？？？
【You can't save your friends.】"," ？？？
【你救不了你的朋友。】",,
end/a22,Text,," ？？？
【Also you can't leave the game.】"," ？？？
【更不可能离开这个游戏。】",,
end/a23,Text,," Kio
【...........】"," Kio
【\0.3。\0.3。\0.3。\0.3。\0.3。\0.3。】",,
end/a24,Text,," Kio
【Why....】"," Kio
【为什么\0.3。\0.3。\0.3。】",,
end/a25,Text,," Kio
【Why!!!】"," Kio
【为什么。。。。。】",,
end/a26,Text,," Kio
【Why do I have to live in this game.】"," Kio
【为什么我要活在这样的游戏里。】",,
end/a27,Text,," Kio
【Why can't I live in a beautiful game!?】"," Kio
【为什么我不能活在一个美好的游戏里。】",,
end/a28,Text,," Kio
【Why my game is horrible?】"," Kio
【为什么我这个游戏那么可怕。】",,
end/a29,Text,," Kio
【Unfair...】"," Kio
【不公平。。。】",,
end/a30,Text,," Kio
【Unfair!!!!】"," Kio
【不公平。。。。。】",,
end/a31,Text,," Kio
【Definitely UNFAIR!!!】"," Kio
【不公平啊！！！！！】",,
end/a32,Text,," Kio
【Woooooo!!】"," Kio
【呜呜呜呜呜呜！！！！！】",,
end/a33,Text,," Kio
【What did I do bad!!?】"," Kio
【我到底做错了什么！！！！！】",,
end/a34,Text,," Kio
【What did I do wrong!!?】"," Kio
【我到底做错了什么啊啊！！！】",,
end/a35,Text,," ？？？
【You didn't do anything wrong.】"," ？？？
【你并没有做错什么。】",,
end/a36,Text,," ？？？
【It's just you.】"," ？？？
【只不过刚好是你而已。】",,
end/a37,Text,," Kio
【I don't want this!! Woooo!】"," Kio
【我不要啊！呜呜呜呜呜呜！！】",,
end/a38,Text,," Kio
【Can you help me!?】"," Kio
【有没有其他办法！你能帮帮我吗？】",,
end/a39,Text,," ？？？
【What do you want?】"," ？？？
【你想我怎么帮你？】",,
end/a40,Text,," Kio
【At last I wish to see my two friends again.】"," Kio
【我想最后见见我两位朋友。】",,
end/a41,Text,," ？？？
【........】"," ？？？
【\0.3。\0.3。\0.3。\0.3。】",,
end/a42,Text,," Kio
【May I?】"," Kio
【可以吗？】",,
end/a43,Text,," ？？？
【You will be dispointed.】"," ？？？
【你会失望的。】",,
end/a44,Text,," Kio
【Anyhow, please!】"," Kio
【怎样也好，你答应我吧！】",,
end/a45,Text,," ？？？
【.....】"," ？？？
【\0.3。\0.3。\0.3。】",,
end/a46,Text,," ？？？
【OK.】"," ？？？
【好的。】",,
end/a47,Text,," Illusion
【Kio.】"," Illusion
【Kio。】",,
end/a48,Text,," Kio
【!!!!】"," Kio
【！！！】",,
end/a49,Text,," Domini
【Hey.】"," 多明妮
【嘿。】",,
end/a50,Text,," Kio
【!!!!】"," Kio
【！！！】",,
end/a51,Text,," Kio
【Wa!!!】"," Kio
【哇！！！！！】",,
end/a52,Text,," Kio
【Waaaaa!!!!】"," Kio
【哇！！！！！！！！！！！！！！！！！！！！】",,
end/a53,Text,," Kio
【It's great to meet you two again!!】"," Kio
【能再见到你们实在是太好了！】",,
end/a54,Text,," Kio
【!!!??】"," Kio
【！！？！？！】",,
end/a55,Text,," Kio
【You...】"," Kio
【你们。。。】",,
end/a56,Text,," Kio
【What happened to you two!?】"," Kio
【你们怎。。。怎么了！？】",,
end/a57,Text,," ？？？
【Well.】"," ？？？
【嗯。。这样的。】",,
end/a58,Text,," ？？？
【Because we don't make the walking animation for them.】"," ？？？
【因为游戏并没有制作她们走路的动作。】",,
end/a59,Text,," Kio
【......】"," Kio
【。。。。】",,
end/a61,Text,," Kio
【It doesn't matter...】"," Kio
【无所谓了。。】",,
end/a62,Text,," Kio
【I am glad enough that meet them again.】"," Kio
【已经无所谓了。。能见面我已经很开心了。】",,
end/a63,Text,," ？？？
【Well, this game is almost over.】"," ？？？
【那，游戏也快结束了。】",,
end/a64,Text,," ？？？
【Anything else do you want?】"," ？？？
【还有什么想说的吗？】",,
end/a65,Text,," Kio
【No more...】"," Kio
【没什么了。。】",,
end/a66,Text,," ？？？
【Ok.】"," ？？？
【那好吧。】",,
end/a67,Text,," ？？？
【Thank you for playing.】"," ？？？
【感谢各位玩家的支持。】",,
end/a68,Text,," ？？？
【I hope we can meet each other in a short future.】"," ？？？
【有机会再见。】",,
end/a69,Text,," ？？？
【Bye Bye.】"," ？？？
【拜拜～】",,
menus/hidden 0,Text,,Find a hidden room(,发现了隐藏房间（,,
menus/hidden 1,Text,,),）,,
i00/a0,Text,," Kio
【Where am I?】"," Kio
【这里是什么地方】",,
i00/a2,Text,," Uncle
【Welcome to sperm garden.】"," 隐藏阿叔
【欢迎来到精液乐园～】",,
i00/a3,Text,," Uncle
【The white thing on the ground is sperm.】"," 隐藏阿叔
【地上白色的都是精液哦～】",,
i00/a4,Text,," Kio
【........】"," Kio
【。\0.5。\0.5。\0.5。\0.5。\0.5。】",,
i02/a,Text,," 杀生地藏
【For arts. For human dream and hope.】"," 杀生地藏
【为了艺术，为了人类的梦想和希望。】",,
i02/b,Text,," 老司机
【Ah ah ah ha ha ha...】"," 老司机
【呵呵呵23333333333】",,
i02/c0,Text,," Fiodo
【Protect dixk.】"," Fiodo
【要爱护丁丁哟】",,
i02/c1,Text,," Fiodo
【I am a justic Futa with love!】"," Fiodo
【我是爱与正义的futa喵小么！】",,
i02/c2,Text,," Fiodo
【I love my live and vv.】"," Fiodo
【爱生活爱vv】",,
i02/c3,Text,," Fiodo
【Futa is soft..】"," Fiodo
【futa兽软软哒～】",,
i02/c4,Text,," Fiodo
【My magic dixk can not wait any more!】"," Fiodo
【我的魔法大棒已经饥渴难耐了！】",,
i02/c5,Text,," Fiodo
【Don't give me any clothes to wear!】"," Fiodo
【喵喵喵～别给我穿衣服啦！】",,
i02/c6,Text,," Fiodo
【Don't tap me!】"," Fiodo
【别点我啦～喵】",,
i02/c7,Text,," Fiodo
【Anything else want from me?】"," Fiodo
【还想听我说什么嘛！】",,
i02/c8,Text,," Fiodo
【Great! Nothing!】"," Fiodo
【好吧！再告诉你一下老司机和鱼总都是大变态！】",,
i02/c9,Text,," Fiodo
【I am talking bullshit...】"," Fiodo
【再点就没收你的丁丁变成futa兽哦！】",,
i02/d,Text,," 萌尽
【I'd like to play 50 times of H-game everyday.】"," 萌尽
【记得做每天50发撸的练习哦！】",,
i02/e,Text,," 氓牛
【Hello guys.】"," 氓牛
【大家好，我是氓牛。】",,
i02/f,Text,," 面具子
【My work is pure fighting.】"," 面具子
【我做的作品是纯正的格斗。】",,
i02/g,Text,," 风魔无下限
【Give me a hug baby.】"," 风魔无下限
【来，到蜀黍怀里动。】",,
i02/h0,Text,," Mvv
【Hello I am mvv!】"," Mvv
【我是打工中的妹抖薇薇安！】",,
i02/h1,Text,," Mvv
【My interest is wearing like a maid.】"," Mvv
【其实穿女仆装只是个人兴趣。】",,
i02/h2,Text,," Mvv
【I love my live.】"," Mvv
【爱生活爱小么。】",,
i02/h3,Text,," Mvv
【Do you want an H18 book?】"," Mvv
【客官，要本子吗？】",,
i02/h4,Text,," Mvv
【Ha ha · _ ·】"," Mvv
【矜持· _ ·】",,
i02/h5,Text,," Mvv
【I am lovely!】"," Mvv
【好想和小么么么哒！】",,
i02/h6,Text,," Mvv
【I am going to draw some H18 paintings.】"," Mvv
【C90想画米琳达·白兰丁尼的薄本。】",,
i02/h7,Text,," Mvv
【But I haven't begun drawing anything today.】"," Mvv
【今天稿子又没画完，但是依然露出了迷之淡定的笑容。】",,
i02/h8,Text,," Mvv
【No worries. Just smile to the editor.】"," Mvv
【卖女儿，联系电话138********】",,
i02/h9,Text,," Mvv
【Because he is an idot.】"," Mvv
【我跟你们讲，鱼总地下城wifi信号特别好。】",,
i02/i,Text,," Sky freedom
【He he.】"," Sky freedom
【哼哼】",,
i02/j,Text,," 鱼总
【I am a kind and pure fish.】"," 鱼总
【我是纯洁善良的水瓶座】",,
i02/j1,Text,," 鱼总
【Please love me more.】"," 鱼总
【别逼我退群】",,
i02/j2,Text,," 鱼总
【I am good at drawing beatiful ladies.】"," 鱼总
【我擅长用拘束的方式展现女性的曲线美哦~】",,
i02/j3,Text,," 鱼总
【Of course my drawing is pure as well.】"," 鱼总
【嗨~ 大家好 我是纯洁的鱼总】",,
i02/j4,Text,," 鱼总
【However I'd like to live in the river.】"," 鱼总
【人是不需要为这种事情感到羞耻的】",,
i02/j5,Text,," 鱼总
【In fact I am not able to talk.】"," 鱼总
【我可不像某渣一样不讲道义！】",,
i02/j6,Text,," 鱼总
【Why do you try to talk to a fish?】"," 鱼总
【大便渣！去死吧！】",,
i02/j7,Text,," 鱼总
【Are you a fool?】"," 鱼总
【大家好，我是新锐清纯派画师鱼总！】",,
i02/j8,Text,," 鱼总
【Please calm down. Don't place me on a fired pan...】"," 鱼总
【一切灵感来自生活。】",,
i03/a0,Text,," 渗透之C菌
【I am on the live at twixh.】"," 渗透之C菌
【我在做直播呢。】",,
i03/a1,Text,," 渗透之C菌
【Please don't brother me.】"," 渗透之C菌
【请不要干扰我好吗？】",,
i03/a2,Text,," 渗透之C菌
【Leave me alone.】"," 渗透之C菌
【如果没事的话请你快点滚。】",,
i04/0,Text,," 孙渣
【I am lazy....】"," 孙渣
【好\0.2~\0.2~\0.2~\0.2~\0.2懒\0.2~\0.2~\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2】",,
i04/1,Text,," 孙渣
【Everything is trouble....】"," 孙渣
【好\0.2~\0.2~\0.2~\0.2麻\0.2~\0.2~\0.2烦\0.2~\0.2~\0.2~\0.2哦\0.2~\0.2~\0.2~\0.2】",,
i05/0,Text,," Stan酱
【Hello. I am stan!】"," Stan酱
【嗨，大家好，我是Stan！】",,
i05/1,Text,," Stan酱
【Thank you for supporting.】"," Stan酱
【嗯…片子我会努力产的，感谢一路支持我！】",,
i05/2,Text,," Stan酱
【I will post my photos more than before.】"," Stan酱
【如果你喜欢不上我。】",,
i05/3,Text,," Stan酱
【Please notice my Sina Weibo.】"," Stan酱
【或者可以继续留意一下我呀。】",,
i05/4,Text,," Stan酱
【I am sure you will like me :)】"," Stan酱
【说不定有一天你会喜欢我呢嘻嘻哈哈哈】",,
i05/5,Text,," Stan酱
【I wish you happy everyday.】"," Stan酱
【祝你们健康快乐！】",,
i05/6,Text,," Stan酱
【By Stan.】"," Stan酱
【由一只屎蛋变成彩蛋的留言。】",,
i05/7,Text,," Kio
【I..I am your big fan. May I have one of your photo?】"," Kio
【我我我是你的忠实粉丝，能给我一张签名照不？】",,
i05/8,Text,," Stan酱
【Of course. Here you are.】"," Stan酱
【好的，请稍等一下。】",,
i05/9,Text,," Kio
【Thank you very much.】"," Kio
【谢谢，我会珍惜的。】",,
i05/10,Text,," Stan酱
【You are welcome.】"," Stan酱
【不客气。】",,
i05/a,Text,,Get a photo of godness,获得了女神的签名照,,
i06/a0,Text,," 鳄鱼同学
【Hello everyone.】"," 鳄鱼同学
【大家好，我是鳄鱼同学。】",,
i06/a1,Text,," 鳄鱼同学
【Please come to check out my Sina Weibo.】"," 鳄鱼同学
【我的微博也是叫鳄鱼同学哦！】",,
i06/a2,Text,," 鳄鱼同学
【Thank you!!】"," 鳄鱼同学
【谢谢大家的支持！！】",,
i06/b,Text,," 半个大叔
【I don't seem to have been so fat before.】"," 半个大叔
【我好像从来都没有这么胖过。】",,
i07/0,Text,," 千岛酱
【Hello, I am Qiandao.】"," 千岛酱
【大家好，我是千岛酱。】",,
i07/1,Text,," 千岛酱
【Because I was fighting outside the school.】"," 千岛酱
【这里是广告时间。】",,
i07/2,Text,," 千岛酱
【I was put in jail here.】"," 千岛酱
【我的微博是千千岛岛酱酱。】",,
i07/3,Text,," 千岛酱
【However I am happy now.】"," 千岛酱
【淘宝店的店名叫做史悲。】",,
i07/4,Text,," 千岛酱
【The reason is that I don't have to study!! Cheers!!】"," 千岛酱
【谢谢大家支持。】",,
i08/0,Text,," 史悲
【....】"," 史悲
【。。。。。】",,
i08/1,Text,," 史悲
【Congratulations! You found this place.】"," 史悲
【恭喜你，找到这个房间。】",,
i08/2,Text,," 史悲
【I am Space, producer of this game.】"," 史悲
【真的感谢你支持这款游戏。】",,
i08/3,Text,," 史悲
【When I making this game I do worry.】"," 史悲
【我在制作的时候经常担心。。】",,
i08/4,Text,," 史悲
【Worry about will anyone play this game?】"," 史悲
【到底会不会有人能坚持通关。】",,
i08/5,Text,," 史悲
【Is it a boring game?】"," 史悲
【首先担心自己这个游戏会不会很无聊。】",,
i08/6,Text,," 史悲
【Is there someone give up playing halfway?】"," 史悲
【会不会很多人中途就放弃不玩下去。】",,
i08/7,Text,," 史悲
【So that they don't get to the ending.】"," 史悲
【那么我后面制作的功夫不就白费了？】",,
i08/8,Text,," 史悲
【However I don't hope my game is too simple to go throught.】"," 史悲
【但是又不想制作得太简单，所以各种犹豫。】",,
i08/9,Text,," 史悲
【Anyway thank you for support.】"," 史悲
【总之就是感谢大家支持，谢谢！！！】",,
i08/10,Text,," 史悲
【I hope that I can make a next version of this game if there will be any chance.】"," 史悲
【如果有机会的话，真的很想做下一个作品。】",,
i08/11,Text,," 史悲
【Goodbye buddy.】"," 史悲
【再见！】",,
i09/a0,Text,," Kio
【Wow! A handome guy!】"," Kio
【有帅哥。。？】",,
i09/a1,Text,," Light
【........】"," Light
【。。。。。。】",,
i09/a2,Text,," Kio
【What is on your head?】"," Kio
【头上顶着的那个是啥？】",,
i09/a4,Text,," Kio
【Why can you focus on using computer in such a dangerous world?】"," Kio
【在这个充满危机的世界里还能专心玩电脑啊？】",,
i09/a6,Text,," Kio
【Please don't be so cool....】"," Kio
【帅哥别那么高冷。。】",,
i09/a8,Text,," Kio
【Do you feel shy when girls talk to you?】"," Kio
【莫非你其实是个害怕和女生说话的宅男？】",,
i09/a10,Text,," Kio
【Hahaha.. You feel shy. I am sure.】"," Kio
【哈哈。。宅男。。哈哈哈。。。】",,
i09/a11,Text,," Light
【Don't you see I am busy now!?】"," Light
【没看见我在忙么！！！！？】",,
i09/a12,Text,," Kio
【......】"," Kio
【。。。。。。。。】",,
i09/a13,Text,," Light
【Have you met any programmer before!!?】"," Light
【没见过程序员么！！！？】",,
i09/a14,Text,," Kio
【Pro....pro what?】"," Kio
【程序猿！？什么生物？】",,
i09/a15,Text,," Light
【Programmer!! I am a programmer!!】"," Light
【是员啊！是员！】",,
i09/a16,Text,," Light
【This is a game. Right?】"," Light
【这个世界是个游戏对吧？】",,
i09/a17,Text,," Light
【Who made the game? I did!】"," Light
【游戏怎么来的？是程序员造的！】",,
i09/a18,Text,," Light
【I made the wall! I made the room!】"," Light
【这面墙是我造的！这个房间是我造的！】",,
i09/a19,Text,," Light
【I made you walk! I made you talk!】"," Light
【你怎么走进来是我造的！你走多快是我造的！你说了啥话都是我造的！！】",,
i09/a20,Text,," Light
【I have to sit and watching you. Once I make any mistake you will die!】"," Light
【我还得坐在这里管理着你们，一个出错的话你可能就无缘无故死掉了！】",,
i09/a21,Text,," Kio
【Well, I always die....】"," Kio
【。。。。。我确实会无缘无故的死得不明不白。。。】",,
i09/a22,Text,," Light
【Sorry...】"," Light
【要你管。。。】",,
i09/a23,Text,," Light
【I apologize for my rudeness.】"," Light
【不好意思情绪有点激动。。。】",,
i09/a24,Text,," Kio
【I understand that I disturb you.】"," Kio
【理解理解，是我小女生有点烦人而已。】",,
i09/a25,Text,," Light
【It doesn't matter.】"," Light
【倒不是烦人，毕竟你怎么说话都是我安排的。】",,
i09/a26,Text,," Light
【However, as a programmer, at most time I don't have meals regularly.】"," Light
【只是我在这里端坐了差不多一个小时了，有点饿。】",,
i09/a27,Text,," Light
【And now I feel hungry.】"," Light
【程序员就是会忙得连饭都顾不上吃了。。。。】",,
i09/a28,Text,," Kio
【....(To much talking)】"," Kio
【。。。。。（话真多啊，怎么不留一口气暖肚）】",,
i09/a29,Text,," Light
【Do you have any spicy food? Would you pleased bring some to me?】"," Light
【对了你能带点东西给我吃吗？最近喜欢吃辣的。】",,
i09/a30,Text,," Kio
【Yes I will. (Who cares?)】"," Kio
【我考虑考虑。（话痨闭嘴）】",,
i09/b0,Text,," Light
【Do you bring some spicy food to me?】"," Light
【带了啥东西来吃？有辣的么？】",,
i09/b1,Text,," Kio
【No. (Who has this thing?)】"," Kio
【我找找看啊。（谁会有这种东西啊？）】",,
i09/c0,Text,," Light
【Wow... This thing...】"," Light
【哇。。这个。。。。】",,
i09/c1,Text,," Light
【Delicious!!】"," Light
【好吃！！！】",,
i09/c2,Text,," Light
【It's my first time to eat this.】"," Light
【第一次吃啊，这辣味道，刚刚好！！】",,
i09/c3,Text,," Light
【I can't stop!】"," Light
【嗯。。嗯。。。。停不下来！！】",,
i09/c4,Text,," Light
【Um!!!!!! Um um!!!!】"," Light
【嗯！！！！！！嗯嗯嗯嗯。。。】",,
i09/c5,Text,," Light
【I feel good now.】"," Light
【感觉舒服多了。】",,
i09/h,Text,,Get master's blessing,获得了支配者的祝福,,
i09/d0,Text,," Kio
【What is that on your head?】"," Kio
【头顶的东西能摘下来不？】",,
i09/d1,Text,," Light
【No idea. You can ask Space.】"," Light
【别问我，问史悲。】",,
i09/d2,Text,," Kio
【Space? Sounds like a fool.】"," Kio
【屎碑？跟你刚才给我的东西有关联的？】",,
i09/d3,Text,," Light
【You are clever.】"," Light
【什么都瞒不过你。】",,
i10/a,Text,," 大宝
【He is an idot.】"," 大宝
【会长是智障。】",,
i10/b0,Text,," 会长
【I have two stories. Which one would you like to hear?】"," 会长
【现在我有两个八卦，你要听哪个？】",,
i10/b1,Text,," 会长
【I have told you.】"," 会长
【我已经告诉你了。】",,
i10/c,Text,,"A.About a handsome guy
B.About Space","A.关于吴彦祖的八卦
B.关于史悲的八卦",,
i10/b2,Text,," 会长
【Well, That 's me.】"," 会长
【原来你这么想知道关于我的八卦？？】",,
i10/b3,Text,," 会长
【I tell you.】"," 会长
【我告诉你。】",,
i10/b4,Text,," 会长
【Space wants to sleep with me.】"," 会长
【其实史悲的梦想是操吴亦凡！】",,
i11/sa0,Text,," 三口
【Hello guys.】"," 三口
【你好，我叫三口】",,
i11/sa1,Text,," 三口
【******】"," 三口
【口艾口牙口畏】",,
i11/sa2,Text,," 三口
【*********】"," 三口
【燃指组成员】",,
i11/sa3,Text,," 三口
【I finish my introduction.】"," 三口
【我的梦想是做一条咸鱼。】",,
i11/en,Text,," EN
【(  ＾-＾)Fuck you！】"," EN
【(  ＾-＾)Fuck you！】",,
i11/50,Text,," 九日五花肉
【Hey guys.】"," 九日五花肉
【你好，我是九日五花肉。】",,
i11/51,Text,," 九日五花肉
【I love EN!!】"," 九日五花肉
【我爱EN！！！！！！！】",,
i11/52,Text,," 九日五花肉
【I want to stand next to EN!!】"," 九日五花肉
【我站在EN旁边！！！！】",,
i11/54,Text,," 九日五花肉
【Bye.】"," 九日五花肉
【再见。】",,
i11/m,Text,," 啃了个鸡
【Have you seen my pick?】"," 啃了个鸡
【你看到了我的拨片了吗？】",,
i11/m0,Text,," 大梦梦
【Hi girl. Smile.】"," 大梦梦
【妞儿，给爷笑一个~】",,
i11/m1,Text,," 大梦梦
【You don't smile? I smile.】"," 大梦梦
【妞儿不笑，爷笑~】",,
i11/m2,Text,," 大梦梦
【Cheers.】"," 大梦梦
【嘻嘻嘻嘻嘻嘻嘻嘻~】",,
i11/p0,Text,," 小p
【Why do you park here?】"," 小p
【慢着~！为什么在这里停车~！】",,
i11/p1,Text,," 小p
【No. Here is not a parking lot!】"," 小p
【不对~！这里不是停车场~！】",,
i11/p2,Text,," 小P
【Please don't....Ah... Um...】"," 小P
【我才不是停车牌~！】",,
i11/x,Text,," 小坞帅
【Magic girl!】"," 小坞帅
【魔法小辣鸡】",,
i11/y,Text,," 影猫
【Delay no more! (Cantonese)】"," 影猫
【叼！讲呢D】",,
i11/y1,Text,," 影猫
【My car is good!!】"," 影猫
【车匙代号OSR-005，经典值得信赖。】",,
i11/y2,Text,," 影猫
【I love Nintendo.】"," 影猫
【我爱任天堂。】",,
i11/t0,Text,," 茶田曙迹
【I like beef!】"," 茶田曙迹
【喜欢牛肉！】",,
i11/t1,Text,," 茶田曙迹
【I want beef...】"," 茶田曙迹
【想吃牛肉。。。】",,
i11/pe,Text,," penn
【I wish I have a good luck.】"," penn
【希望最近可以好运些。】",,
i11/j0,Text,," Jor
【I am waiting for Kio.】"," Jor
【我在等一个叫Kio的人。】",,
i11/j1,Text,," Jor
【Space said Kio is able to get me out of here.】"," Jor
【史悲说她可以带我离开这里。】",,
savepants/f03,Text,,Behind school,学校后面,,
menus/q,Text,,Quit to the title?,要退出游戏吗？,,
d04/lock,Text,," Kio
【It's locked.】"," Kio
【门锁上了，打不开。】",,
menus/inven full,Text,,Inventory is full,物品栏满了,,
menus/locker full,Text,,Locker is full,仓库满了,,
e03h/0,Text,," Kio
【This place?】"," Kio
【这。。。。。。这里！？】",,
e03h/1,Text,," Kio
【A distorted room!?】"," Kio
【怎么会有这样的地方！？！？】",,
e03h/2,Text,," Kio
【What the hell is it!?】"," Kio
【是。。是什么鬼？！】",,
d03/lock,Text,," Kio
【It's locked. I think I have to find a key to open it.】"," Kio
【被锁上了，需要钥匙才能打开。】",,
d03/use key,Text,,Use the key to open?,要使用住宅钥匙打开吗？,,
savepants/b07,Text,,Yard,庭院,,
savepants/b11,Text,,West library,图书馆西侧,,
i03/ball,Text,," Kio
【A Poke ball?】"," Kio
【一个精灵球？】",,
savepants/b02,Text,,Library,图书馆大厅,,
savepants/a10,Text,,Exit,地牢出口,,
savepants/ji he,Text,,Office,机核网,,
pic2/title,Sprite,,英文版标题,合成 1_00130,,
pic2/c maping,Texture,,诅咒的地图2,诅咒的地图,,
pic2/b book,Text,,"Hints
How to prevent the enemies being revived.

You have to kill all the enemies in once getting a new place, if there are any enemies.

Otherwise the enemies will be revived, if you don't kill them all.","《说明书》
如何完全杀掉游戏里的怪物。
例如在一个房间里面，出现两只怪物，当时
只杀死其中一只的时候离开房间，再进去。
怪物会重新刷新。

如果想要把他们完全杀掉。
必须要把两只怪物都杀掉。

同样道理，

如果有三只怪物，那就必须要三只全部杀掉
怪物才不会刷新。",,
ending,Sprite,,制作名单滚动2,制作名单滚动,,
e02/l0,Text,," Kio
【This door seems like that it can only be opened by an ID card.】"," Kio
【嗯？不是用钥匙的门】",,
e02/l1,Text,," Kio
【I have to look for that kind of thing.】"," Kio
【好像是需要用磁卡打开。】",,
f03/don't go back,Text,," Kio
【Please don't go back...】"," Kio
【不想回头了。】",,
e02/to open?,Text,,Try the ID card to open?,要使用磁卡开门吗？,,
